id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
C01395;Fausto de Pou;M;1966-08-18;La Molina;28/11/2021;Plata
C01396;Roxana Aitana Gonzalez Roda;F;2006-04-24;Arequipa;06 de January de 2026;Bronce
C01397;Celestino Mur Mercader;M;11/10/1959;Huancayo;31/07/2024;Oro
C01398;Jose Rosales Amador;M;27 de April de 1987;Miraflores;02/08/2024;Bronce
C01399;Sosimo Ibáñez Huertas;M;1962-02-12;La Molina;05/09/2022;Plata
C01400;Serafina Ballester Múgica;F;1983-07-13;Arequipa;2022-09-02;Oro
C01401;Renata Ródenas Bustos;F;1989-01-09;Huancayo;2024-05-09;Bronce
C01402;Américo Aragonés Pi;M;1972-10-18;Callao;04/09/2025;Plata
C01403;Rosendo Castell Barrio;M;19/04/2004;Cusco;06/09/2023;Plata
C01404;Marcos Rosales Bastida;M;21/10/1961;Ate;12/10/2021;Bronce
C01405;Eugenio Pizarro Querol;M;29/06/1961;Trujillo;16/03/2025;Black
C01406;Toni Alarcón Santana;M;1976-06-21;Arequipa;2025-06-01;Oro
C01407;Martín Aureliano Nicolás Amo;M;1980-02-13;Chiclayo;13/02/2023;Bronce
C01408;Baltasar Calderon Alberola;M;1987-06-16;Trujillo;2021-11-02;Plata
C01409;Yolanda Cases Verdú;F;1969-11-01;Trujillo;2023-07-30;Bronce
C01410;Isidora Cayetana Herrero Cervantes;F;1997-12-14;Chiclayo;2021-10-20;Bronce
C01411;Marisol Ruano Vilalta;F;31/05/2006;Arequipa;20/03/2025;Bronce
C01412;Lupe Coello Colom;M;1980-12-03;San Isidro;22/06/2024;Bronce
C01413;Flor Aguiló Villaverde;F;01/01/1987;Huancayo;2024-11-03;Bronce
C01414;Cándida Vendrell Ballester;F;15/06/1978;Miraflores;2022-06-20;Plata
C01415;Miguel Fortuny Bayona;M;1974-04-08;Trujillo;16/10/2024;Plata
C01416;María Carmen del Narváez;F;1988-07-18;La Molina;26/07/2023;Bronce
C01417;Baldomero Santos Arnal;M;18/04/1982;Arequipa;2026-01-12;Oro
C01418;Nydia Grau Soler;F;13 de December de 1988;Callao;06/09/2022;Bronce
C01419;Roxana Peña Fuertes;F;28/04/1977;Comas;27/07/2025;Black
C01420;Fidela Agustín Benavent;F;12/02/1975;Ate;2024-03-26;Oro
C01421;Espiridión Sacristán Ferreras;M;03/05/1989;Trujillo;2025-12-30;Bronce
C01422;Amada Andreu Flor;F;1966-10-18;Callao;12/05/2022;Bronce
C01423;Plácido Dávila Nicolás;M;30/07/2000;Huancayo;18/09/2022;Oro
C01424;Aitor Echeverría Juárez;M;2003-11-11;Ate;2021-08-10;Bronce
C01425;Goyo Cantero Nevado;M;2005-03-08;Trujillo;2023-01-03;Oro
C01426;Flora Perales Donoso;F;12/06/2005;Ate;24/04/2026;Black
C01427;Valero Isaac Bas Carrasco;M;1964-01-08;Cusco;19 de January de 2026;Bronce
C01428;Clemente Pineda Perelló;M;1973-01-15;Piura;14/08/2023;Bronce
C01429;Édgar Arteaga Fajardo;M;2000-12-08;Huancayo;2022-12-14;Bronce
C01430;Eugenia Huertas Baeza;F;1989-03-28;;19/11/2022;Bronce
C01431;Susanita Verdejo Torrijos;F;1967-05-23;Surco;27 de November de 2021;Bronce
C01432;Ruperto de Diego;M;15 de December de 1982;Piura;15 de March de 2025;Bronce
C01433;Glauco Valenzuela-Villena;M;1980-08-25;Trujillo;02/02/2023;Bronce
C01434;Juan José Tomas Uría;M;21/02/1981;Cusco;2024-05-13;Oro
C01435;Moreno Alejandro Galan Gimenez;M;15 de January de 2003;Huancayo;2023-09-24;Bronce
C01436;Hector Gil Maza;M;1978-08-11;Los Olivos;12/05/2023;Bronce
C01437;Tadeo Perelló Iñiguez;M;19/02/1985;Miraflores;2022-03-02;Plata
C01438;Emiliana Sales Villena;F;1974-10-16;San Miguel;2024-05-18;Bronce
C01439;José María del Rojas;M;20 de December de 1979;Callao;20/08/2023;Oro
C01440;Samu Valencia Molins;M;15/09/1970;Chiclayo;17/08/2021;Bronce
C01441;Cruz del Benitez;F;07 de March de 1975;La Molina;2021-11-29;Bronce
C01442;Loida Bermudez-Lloret;F;2004-09-09;San Isidro;2021-12-27;Oro
C01443;Fernanda Arenas Fonseca;F;11/11/1973;Ate;2024-10-29;Bronce
C01444;Encarna Llobet Farré;F;1993-03-14;Surco;2026-06-01;Bronce
C01445;Yago Julián-Aguirre;M;20/07/1996;Los Olivos;22/11/2022;Plata
C01446;Rosendo Quintero Ramirez;M;30/03/1999;San Miguel;2025-03-26;Plata
C01447;Jonatan Vila Company;M;05 de July de 2001;Comas;2022-08-16;Bronce
C01448;Juana Guillen Villalobos;F;1987-01-12;Los Olivos;23/03/2024;Black
C01449;Poncio del Niño;M;08/09/1997;La Molina;17/01/2023;Bronce
C01450;Iker Rios Gallego;M;1979-04-27;San Miguel;2025-09-13;Plata
C01451;Glauco Chamorro Castellanos;M;1972-05-25;Cusco;18 de February de 2025;Plata
C01452;Sandalio del Nicolás;M;26/03/1968;Chiclayo;08/08/2023;Bronce
C01453;Rafaela Marí;F;1973-06-18;Cusco;14/08/2021;Plata
C01454;Ámbar Chamorro Corral;F;2007-04-28;Huancayo;2026-05-25;Plata
C01455;Mayte Rosalía Portillo Piquer;F;16 de February de 1967;Callao;05/06/2023;Bronce
C01456;Guadalupe Fabra-Taboada;M;27/02/1962;Piura;2024-04-22;Plata
C01457;Micaela del Buendía;F;03 de June de 1965;Arequipa;2024-10-28;Plata
C01458;Alejandra Torres Amor;F;1966-03-20;Miraflores;2021-11-05;Bronce
C01459;Erasmo Fuster;M;17/08/1968;San Miguel;01/10/2024;Bronce
C01460;Jenny Barceló Pedrosa;F;1983-06-21;Los Olivos;08/05/2022;Oro
C01461;Genoveva Crespo;F;2007-12-19;Huancayo;21/02/2022;Bronce
C01462;Judith Bayona;F;25/09/1976;La Molina;13 de December de 2025;Bronce
C01463;Belén Fuster Menendez;F;1978-12-25;Ate;30 de December de 2024;Bronce
C01464;Cebrián del Franco;M;1982-08-21;;15/11/2024;Bronce
C01465;Cintia Aguilera Clavero;F;1979-09-08;Chiclayo;2025-07-24;Oro
C01466;Sancho Duilio Zaragoza Mulet;M;04/11/2003;Chiclayo;2025-10-30;Bronce
C01467;Joaquina de Bou;F;1971-06-25;;03/11/2025;Bronce
C01468;Fanny del Portillo;F;1988-05-20;La Molina;2025-06-28;Plata
C01469;Herminia Ibañez Escobar;F;22 de April de 2003;Piura;10/02/2025;Bronce
C01470;Fátima de Bustos;F;1976-12-21;Trujillo;27/02/2026;Plata
C01471;Venceslás Cruz Llanos;M;26/05/2002;Los Olivos;2024-02-25;Plata
C01472;Octavia Gaya Uriarte;F;22/11/1977;San Miguel;03/04/2025;Bronce
C01473;Gerónimo Benito Calzada;M;1982-09-26;Miraflores;2025-05-04;Bronce
C01474;Javiera Cózar;F;1969-08-26;Surco;30/12/2023;Bronce
C01475;Alba de Serrano;F;1976-04-29;Callao;2025-03-05;Oro
C01476;Heliodoro Arellano Alarcón;M;1969-07-16;Los Olivos;29/12/2024;Bronce
C01477;Eugenia Simó Tormo;F;1980-07-01;La Molina;2021-11-29;Bronce
C01478;Pepe Río Checa;M;1980-12-27;Trujillo;2022-11-17;Plata
C01479;Carlota Alemán Cabrera;F;1965-09-22;San Miguel;12/02/2022;Bronce
C01480;Carla Berenguer;F;03 de June de 1991;San Miguel;2021-07-24;Bronce
C01481;Carmelo Saez Palma;M;1965-10-05;San Isidro;07/01/2025;Plata
C01482;Cándido Salamanca-Asenjo;M;02/01/2000;La Molina;2025-07-01;Bronce
C01483;Gema Mendez Saldaña;F;1959-03-27;Trujillo;2021-07-12;Plata
C01484;Raquel Franch;F;21/10/2004;San Miguel;08 de May de 2023;Plata
C01485;Cornelio Bravo Alcázar;M;1978-06-08;Surco;2026-05-16;Black
C01486;Segismundo Fernandez Barroso;M;24/12/1967;Cusco;2025-11-05;Oro
C01487;Porfirio Diego Arregui;M;14/02/1978;;2022-01-13;Plata
C01488;Felix Falcó Galan;M;2005-02-02;Arequipa;13/06/2023;Bronce
C01489;Benito Guerra;M;17/08/1967;Callao;2023-04-05;Oro
C01490;Adoración Quesada Molina;F;17/02/1957;Ate;21/07/2022;Plata
C01491;Anacleto Lopez Peinado;M;17 de October de 1958;Piura;11/11/2025;Bronce
C01492;Eutropio Valero;M;2007-08-18;Huancayo;2022-01-02;Plata
C01493;Ruy Duarte-Infante;M;17/05/2006;La Molina;2024-06-15;Plata
C01494;Norberto Cañas;M;10/10/1973;Chiclayo;18/08/2024;Bronce
C01495;Teodoro Toledo Bauzà;M;1973-12-07;La Molina;01/07/2024;Plata
C01496;Jacobo Graciano Vicente Guerrero;M;1982-09-07;La Molina;21/12/2024;Bronce
C01497;Cruz Almazán Casanova;F;26/07/1972;Comas;2025-02-19;Oro
C01498;María Teresa Bernad Barreda;F;30/08/1963;Surco;17/12/2023;Bronce
C01499;Carlos Peña Fuente;M;22/11/1989;La Molina;2022-09-04;Oro
C01500;Isidora Pepita Mulet Cañete;F;21 de December de 1970;La Molina;02/09/2024;Bronce
C01501;Loreto Ribera Maldonado;F;1995-07-15;Cusco;19 de August de 2022;Bronce
C01502;Francisco Javier Herrera Fuster;M;20/07/1984;Ate;19 de December de 2025;Bronce
C01503;Rosario Girón Pizarro;F;16/08/1983;Ate;2022-05-29;Bronce
C01504;Anacleto Tur Becerra;M;04/02/2006;La Molina;2021-10-05;Bronce
C01505;Cristian Casas Bravo;M;16/07/1965;Ate;2024-03-16;Bronce
C01506;Custodia Vera Bermudez;F;03/09/1978;San Miguel;21/10/2023;Bronce
C01507;Poncio Figueroa Hierro;M;22/07/1978;Piura;26/06/2024;Bronce
C01508;Eric Sanabria Fortuny;M;24/08/1970;;2025-05-07;Plata
C01509;Geraldo Puig Pina;M;1965-03-26;Los Olivos;05/09/2023;Plata
C01510;Marcos Rosselló-Costa;M;15/02/1999;Huancayo;2025-05-30;Plata
C01511;Rafaela Pizarro Roma;F;2000-11-30;Ate;28/03/2025;Bronce
C01512;Manuel Corominas Echevarría;M;20/11/1969;Arequipa;2023-10-15;Black
C01513;Elodia del Terrón;F;1960-04-01;Ate;06/03/2022;Oro
C01514;Chelo de Falcó;F;1956-09-22;Piura;29/09/2025;Plata
C01515;Jose Luis Quiroga Ricart;M;2005-05-26;Surco;2026-04-12;Bronce
C01516;Fátima Tovar Mena;F;03/11/1989;Huancayo;26/05/2024;Plata
C01517;Vicenta Arias;F;12/02/2008;Arequipa;12/02/2022;Bronce
C01518;Candelas Charo Rubio Jara;F;11/08/1996;San Miguel;2025-03-15;Plata
C01519;José Manuel Torres Pedrosa;M;1992-09-21;Callao;2024-09-15;Plata
C01520;Paulina Huerta;F;1969-02-09;Trujillo;2021-09-04;Bronce
C01521;Melania Anaya Coloma;F;1970-02-05;San Miguel;2023-09-30;Bronce
C01522;Dominga Huertas Cuéllar;F;1957-02-24;La Molina;19/04/2025;Bronce
C01523;Gisela Bernat;F;22/06/1983;Comas;2022-06-08;Plata
C01524;Celestino Roldán;M;1969-08-28;Trujillo;2022-12-29;Plata
C01525;Narciso Piñeiro-Mena;M;1994-09-02;Piura;17/03/2025;Plata
C01526;Asunción Ocaña Clavero;F;01/07/1970;Surco;15/07/2022;Bronce
C01527;Octavia Mena;F;04/11/1956;Huancayo;2022-05-02;Bronce
C01528;Aarón de Becerra;M;27/09/1996;Comas;2023-07-24;Oro
C01529;Nacio Maldonado;M;16 de August de 1994;Comas;06/05/2022;Plata
C01530;Cayetana Cañizares Figuerola;F;1981-10-21;Trujillo;2023-12-24;Plata
C01531;Jafet Garcia Estevez;M;1966-12-16;San Miguel;2025-03-12;Bronce
C01532;Efraín Rebollo Saez;M;06/02/1989;San Miguel;2024-07-30;Plata
C01533;Ani Marcos Boada;F;24/02/1976;Comas;2022-11-13;Bronce
C01534;Ale Guitart Tejedor;F;26/09/1981;Trujillo;31/03/2025;Bronce
C01535;Ana Larrañaga Aguilar;F;07/02/1991;Arequipa;2025-05-22;Bronce
C01536;Atilio Galván Yuste;M;1997-09-05;;2023-05-10;Bronce
C01537;Ricardo Larrañaga-Torre;M;1981-02-11;Piura;2023-03-01;Plata
C01538;Florentino Peláez;M;18 de December de 1991;Trujillo;2023-03-12;Oro
C01539;Salomé Heras Paniagua;F;03/02/1991;Los Olivos;15/05/2023;Plata
C01540;Felipa Murillo Cabrera;F;01 de September de 1956;Arequipa;2025-10-15;Bronce
C01541;Paola Chamorro;F;04/11/1957;Ate;2022-02-09;Bronce
C01542;Elisa Ibarra-Pedrosa;F;1980-01-03;San Miguel;2024-11-18;Plata
C01543;Lola del Expósito;F;02/09/1956;Los Olivos;23 de August de 2024;Bronce
C01544;Adán Palomino Arroyo;M;2006-12-04;;2025-02-15;Bronce
C01545;Cruz del Páez;F;11/12/1994;Piura;30/05/2025;Plata
C01546;Inés Tamayo Cabrera;F;09/09/1994;Miraflores;14/12/2022;Oro
C01547;Olivia Clemente Viña;F;2002-01-26;San Miguel;14/05/2025;Bronce
C01548;Alcides Castell-Valenciano;M;10/12/1997;Callao;27/12/2022;Bronce
C01549;Trinidad Solera-Diéguez;F;13/02/2003;Piura;2026-03-16;Bronce
C01550;Narcisa de Hervia;F;1967-07-07;La Molina;2025-03-18;Black
C01551;Ascensión Royo Andres;F;03/11/1964;La Molina;2026-01-28;Oro
C01552;Raquel Lozano;F;1967-12-20;Miraflores;09/10/2022;Bronce
C01553;Vidal de Cerdán;M;2004-06-27;Ate;2024-08-15;Plata
C01554;Apolonia del Goicoechea;F;2004-12-16;Chiclayo;11/04/2025;Black
C01555;Ana Sofía Milagros Novoa Pi;F;2003-11-01;Callao;28/02/2025;Oro
C01556;Nacho Rueda;M;19/07/1998;Huancayo;2022-08-09;Bronce
C01557;Ema Bonilla Cantón;F;1961-02-22;Piura;2025-02-23;Bronce
C01558;Petrona Carmona Pedro;F;19/02/1963;Trujillo;2023-01-18;Oro
C01559;Luis Abellán;M;01/09/1972;Cusco;2024-05-29;Bronce
C01560;Soraya Pons Roda;F;16/02/1973;San Miguel;20/04/2023;Bronce
C01561;Loreto Girona Campillo;F;23/01/1977;Cusco;2024-02-26;Plata
C01562;Fausto de Martin;M;16/01/2000;Piura;19/12/2023;Bronce
C01563;Candelario del Coello;M;10/05/1995;San Isidro;06/09/2025;Oro
C01564;Marcelino Montero Mendizábal;M;19 de August de 1982;Piura;22 de November de 2024;Plata
C01565;Susana Tejera Garriga;F;01/04/1982;Miraflores;2024-12-20;Oro
C01566;América Mínguez;F;13 de June de 1964;Ate;2025-01-12;Bronce
C01567;Odalis Badía Escamilla;F;21/01/2001;Comas;31/01/2025;Plata
C01568;Saturnino Cuervo Almeida;M;1984-12-31;Ate;02 de March de 2023;Bronce
C01569;Febe del Portillo;F;30/03/1960;Piura;2025-01-29;Bronce
C01570;Pablo Ferrero Prada;M;27/07/1961;Chiclayo;05/02/2023;Bronce
C01571;Toribio Samuel Balaguer Mateu;M;1980-04-19;La Molina;24/04/2022;Oro
C01572;Isaura Tolosa Manuel;F;2003-02-28;Callao;15/07/2022;Oro
C01573;Quirino Agullo Paredes;M;1994-04-04;Cusco;03/05/2024;Bronce
C01574;Florina Roldán Diéguez;F;2004-08-28;Callao;23/12/2021;Bronce
C01575;Carmina de Carpio;F;25/06/2007;Comas;14/09/2024;Plata
C01576;Irma Brígida Quintero Hierro;F;1958-04-11;Los Olivos;09/09/2022;Bronce
C01577;Encarna de Perez;F;06 de November de 1996;Chiclayo;20/05/2026;Bronce
C01578;Roque Silva Piña;M;26/10/1970;Surco;19 de September de 2024;Bronce
C01579;Adelardo Carretero Carnero;M;21/10/1960;San Miguel;2023-11-30;Bronce
C01580;Daniel Alvarado-Tena;M;28 de September de 1970;La Molina;2025-03-04;Bronce
C01581;Carolina Fátima Tomé Roura;F;09/01/1972;Los Olivos;14/02/2022;Oro
C01582;Amílcar Esteban Ramirez;M;10/10/1998;Huancayo;08/08/2021;Bronce
C01583;Sebastian Torres-Bartolomé;M;28/06/1983;La Molina;19/05/2024;Oro
C01584;Primitiva Galan Carpio;F;26/11/1965;Huancayo;2024-06-14;Bronce
C01585;Adela Salvador Miralles;F;1962-11-28;Ate;20/02/2022;Plata
C01586;Montserrat Cuéllar Bonilla;F;1985-10-03;San Isidro;11/09/2025;Bronce
C01587;Anselma Casanovas Velasco;F;1972-01-13;Comas;05/04/2026;Bronce
C01588;Ileana Abad Hurtado;F;20/02/1972;Ate;28/02/2026;Bronce
C01589;Víctor Marcos-Salgado;M;13/10/1963;Callao;02 de December de 2023;Plata
C01590;Lourdes Ortuño Vicens;F;1967-06-03;Surco;28/12/2021;Bronce
C01591;Cándida Arco Fabra;F;16/11/1963;Chiclayo;19/09/2025;Bronce
C01592;Benita Garzón Palomar;F;07/12/1970;Miraflores;03 de February de 2025;Plata
C01593;Angelita Jara;F;23/01/1970;Callao;13/09/2024;Plata
C01594;Gloria Sastre Blanco;F;19/08/2005;Comas;31/10/2024;Bronce
C01595;Lupe Frías Bejarano;F;30/03/1989;Comas;31/10/2022;Bronce
C01596;Pepe Perales Vidal;M;19/12/1987;La Molina;28/07/2023;Black
C01597;Fausto Roura Pinilla;M;09 de November de 1957;Callao;22 de June de 2024;Bronce
C01598;Elba Casanovas Canet;F;1992-01-28;Comas;04/07/2023;Bronce
C01599;Micaela Borrell Parejo;F;15/10/2003;Arequipa;02/05/2025;Bronce
C01600;Teófila Gonzalez Llanos;F;08/01/1957;San Isidro;12/05/2023;Bronce
C01601;Gonzalo Calzada Casal;M;24/08/1965;San Miguel;2025-02-01;Oro
C01602;Marita Tovar Bustos;F;06 de January de 1984;Los Olivos;13/12/2024;Plata
C01603;Mamen Linares Cabeza;F;16/02/2003;Miraflores;2022-05-06;Bronce
C01604;Carolina Ochoa;F;04/06/1998;Ate;2024-11-03;Plata
C01605;Mamen Quevedo-Tapia;F;1987-04-23;Huancayo;2022-10-12;Oro
C01606;Oriana Cortés-Cases;F;05/12/1963;Surco;18/04/2024;Plata
C01607;Amando Pellicer Ibañez;M;1991-10-10;Trujillo;2023-07-25;Bronce
C01608;Casandra del Otero;F;10/01/1998;La Molina;2023-12-23;Plata
C01609;Inés Viñas Granados;F;18/05/1972;Huancayo;2025-09-22;Bronce
C01610;Herminio Milla Bosch;M;05/07/1989;Surco;18/11/2021;Plata
C01611;Arturo Dalmau Barceló;M;27/11/1960;;29/11/2022;Plata
C01612;Roxana de Rodrigo;F;1991-09-18;Trujillo;2026-02-03;Oro
C01613;Julia Valenciano Villa;F;18/02/1992;Surco;2024-11-01;Plata
C01614;Paco Casanovas-Ramirez;M;26/03/1957;Los Olivos;2022-06-10;Bronce
C01615;Oriana Rodríguez Ochoa;F;17/03/1969;Trujillo;20/02/2025;Oro
C01616;Noa Arnal-Sanabria;F;2006-09-01;San Miguel;28/10/2024;Oro
C01617;Yaiza Gomila-Díez;F;31/05/1960;Ate;20 de August de 2025;Bronce
C01618;Gabriel Azcona-Rocamora;M;10/04/1982;Cusco;2022-05-06;Bronce
C01619;Evelia Iborra Carranza;F;04/08/1971;Trujillo;19/11/2023;Bronce
C01620;Clotilde Abril Prada;F;1967-10-26;La Molina;02/01/2023;Plata
C01621;Seve Aranda-Sierra;M;2002-12-01;Surco;05/09/2025;Plata
C01622;Felipa Aguado Seguí;F;04/08/1973;Arequipa;31/03/2023;Oro
C01623;Gabino Estrada Quesada;M;1974-12-11;Surco;02 de January de 2022;Oro
C01624;Chita de Ángel;F;02/04/1983;San Miguel;2022-04-06;Plata
C01625;Yago Torrent Aguilar;M;07 de August de 1964;Cusco;25/09/2024;Bronce
C01626;Joel Prats Perelló;M;27/01/1972;Arequipa;2023-08-12;Bronce
C01627;Julio Leon Camps;M;2007-12-15;Trujillo;25 de September de 2024;Plata
C01628;Cecilio de Otero;M;10/05/1995;San Miguel;2021-07-14;Bronce
C01629;Aura Falcó López;F;08/08/1958;Comas;2023-06-12;Bronce
C01630;Xiomara Angulo Cueto;F;1991-02-24;Trujillo;04/03/2026;Bronce
C01631;Azahara Robledo Torrijos;F;10/02/1985;Comas;2025-06-10;Plata
C01632;Eufemia Pulido Valls;F;1994-04-05;Trujillo;2025-02-26;Bronce
C01633;Benigna Canals;F;2006-04-22;Los Olivos;2025-05-28;Plata
C01634;Calixta Núñez Vall;F;21/03/1957;San Miguel;14/11/2024;Plata
C01635;Norberto Nogués Román;M;2007-04-13;San Miguel;18/02/2025;Plata
C01636;Julia Mancebo;F;08/03/1971;Callao;2021-11-29;Bronce
C01637;Delia Corominas;F;1994-06-05;Cusco;04 de June de 2022;Oro
C01638;Raquel Cardona Lago;F;16 de March de 2008;Cusco;21/09/2022;Bronce
C01639;Chita Sáez;F;1993-03-30;La Molina;28/06/2025;Plata
C01640;Marcos Escudero-Fabregat;M;13/02/2008;Callao;31/05/2024;Oro
C01641;Crescencia Carreño Catalán;F;1977-05-17;Callao;2022-11-08;Plata
C01642;Áurea Coll Roldan;F;1957-06-05;Trujillo;27/06/2022;Oro
C01643;Fortunata Ramón Zapata;F;11 de June de 1972;Huancayo;15/08/2024;Plata
C01644;Dan Navarrete Rojas;M;1981-06-04;Arequipa;06/01/2024;Bronce
C01645;Encarnacion Canet Leon;F;1975-06-01;Trujillo;22/02/2026;Plata
C01646;Delia Montero;F;2003-01-19;Piura;26/05/2022;Plata
C01647;Amaya Montoya Garay;F;06/05/1971;Chiclayo;2022-11-19;Oro
C01648;Armida Irene Esteban Iniesta;F;2005-10-26;Callao;2023-04-18;Bronce
C01649;Basilio Caballero Alcalde;M;1992-01-08;Callao;18/04/2025;Oro
C01650;Eusebia Palomo Pardo;F;20 de February de 1995;Cusco;2024-05-27;Black
C01651;Florencia Cándida Llorente Gallo;F;1986-11-22;Miraflores;2021-12-07;Bronce
C01652;Berto Carreño Armengol;M;03/01/1987;Ate;29/12/2025;Oro
C01653;Clemente Salinas Cabeza;M;1960-05-27;Cusco;12/03/2024;Bronce
C01654;Encarna Sánchez Franch;F;1984-04-02;Trujillo;2022-04-06;Bronce
C01655;Celia Ripoll Iriarte;F;2002-11-14;San Isidro;29/03/2025;Oro
C01656;Fulgencio Paz-Sanabria;M;1989-04-05;Ate;2022-01-31;Plata
C01657;Anabel Tolosa;F;1978-04-18;Miraflores;2026-02-01;Bronce
C01658;Rosa Almeida-Diaz;F;31/08/1987;Ate;06/12/2024;Bronce
C01659;Ema Arroyo Barrera;F;1997-10-25;Miraflores;2024-12-01;Plata
C01660;Leocadia Vilanova;F;2007-01-10;Miraflores;27/04/2022;Bronce
C01661;Fátima Portero-Pérez;F;31/01/1988;Ate;10/07/2022;Bronce
C01662;Candela Gibert Agullo;F;2002-03-22;Callao;24/05/2025;Plata
C01663;Lidia del Mateos;F;2000-11-01;Comas;2022-12-18;Bronce
C01664;Mamen Carrera Donoso;F;26 de February de 1968;Chiclayo;17/02/2024;Bronce
C01665;Almudena Colomer Lobato;F;2004-09-21;Trujillo;2022-11-01;Oro
C01666;Miguela Ibarra Gallo;F;22/04/1984;San Miguel;2021-07-06;Plata
C01667;Melania Peinado Morata;F;02 de November de 1960;Arequipa;2024-12-22;Bronce
C01668;Eligio Cañellas-Real;M;2003-03-22;Miraflores;15/12/2022;Bronce
C01669;Matías Alarcón Pagès;M;29/11/1967;La Molina;03 de April de 2026;Black
C01670;Domitila Alcázar Camino;F;30 de January de 1994;Arequipa;21/11/2024;Plata
C01671;Trinidad Fábregas Salamanca;M;25/12/1967;Los Olivos;30/10/2022;Black
C01672;Maxi Sancho Prats Cortés;M;14 de September de 1979;Trujillo;04/02/2025;Oro
C01673;Gerónimo Colomer;M;2003-06-02;Cusco;2021-12-19;Plata
C01674;Jimena Esteban Echeverría;F;01/05/1966;San Isidro;02/12/2023;Oro
C01675;Moisés Luján Almazán;M;20/08/1972;Trujillo;2025-11-10;Bronce
C01676;Noelia Expósito;F;14/02/1960;San Isidro;10 de November de 2021;Bronce
C01677;Jenny Quevedo Cabrera;F;04/03/1994;Comas;07/03/2022;Plata
C01678;Marcial Cabo Pina;M;22/06/1976;Arequipa;2022-01-17;Bronce
C01679;Rafaela Arranz Catalán;F;1969-06-03;Chiclayo;2021-12-01;Oro
C01680;Maxi Alcalde Agustí;F;21/04/2006;San Isidro;2022-01-11;Bronce
C01681;Tamara Blázquez Francisco;F;1963-10-01;San Isidro;30/03/2025;Bronce
C01682;Saturnino de Meléndez;M;04/10/1973;Piura;2022-04-07;Plata
C01683;Lalo Lastra Casal;M;11/08/1957;La Molina;22 de September de 2021;Bronce
C01684;Emiliana Calderon-Vidal;F;2002-08-08;Surco;2023-07-20;Bronce
C01685;Yago Gomez Amador;M;1968-04-18;La Molina;2023-05-27;Bronce
C01686;Morena Madrid Gonzalez;F;07/06/2004;Los Olivos;2024-11-14;Plata
C01687;Leandra Doménech Canet;F;08/03/1968;San Isidro;18/03/2026;Bronce
C01688;Gaspar Benito Múgica;M;1962-08-30;Arequipa;18 de January de 2026;Plata
C01689;Visitación Aroca Corbacho;F;1965-10-08;San Miguel;2024-02-12;Bronce
C01690;Carolina Nidia Rodríguez Conesa;F;2002-12-13;Miraflores;2024-11-19;Bronce
C01691;Sebastian Eric Olivé Calleja;M;09/08/1970;Arequipa;2023-12-18;Bronce
C01692;Eligio Benito Abril;M;25 de April de 2001;Trujillo;26/04/2026;Bronce
C01693;Feliciano Coloma Portero;M;1979-09-26;Arequipa;04 de June de 2025;Plata
C01694;Saturnino de Carbajo;M;22 de July de 1986;Miraflores;2026-03-24;Bronce
C01695;Blanca Botella Moraleda;F;2008-03-26;Ate;2022-05-26;Oro
C01696;Gabriel Montaña;M;16/03/1982;Los Olivos;15/11/2023;Plata
C01697;Marcial Mínguez;M;1963-09-12;Huancayo;24/02/2026;Bronce
C01698;Fátima Riquelme Valencia;F;09/07/1984;Piura;06 de December de 2023;Plata
C01699;Samanta Grau-Planas;F;1960-11-09;Comas;08/01/2025;Bronce
C01700;Maricruz Gimenez-Bonet;F;1968-09-26;Piura;09/07/2021;Plata
C01701;Fidela Sáez Cañellas;F;2004-05-23;San Miguel;19 de October de 2021;Bronce
C01702;Geraldo Chaparro Mariño;M;12/06/1980;Surco;12/08/2025;Oro
C01703;Íngrid Robledo-Herrera;F;1967-06-20;;11/08/2022;Bronce
C01704;Benigno Clemente Pina;M;17/08/1994;Miraflores;2024-12-05;Bronce
C01705;Gilberto Balaguer;M;24/12/1992;Arequipa;06 de October de 2024;Bronce
C01706;Jorge Cruz Andrés;M;1964-02-23;Chiclayo;2022-03-14;Plata
C01707;Angélica Alberola Rico;F;17/04/1964;San Miguel;2022-05-27;Plata
C01708;Reinaldo Álamo Marí;M;1980-12-15;Comas;2025-01-22;Plata
C01709;Rosendo de Madrid;M;18/04/1962;;2021-10-19;Plata
C01710;Marciano Durán Vaquero;M;1964-11-05;Ate;16/06/2023;Bronce
C01711;Nieves Santos;F;28 de April de 1985;Ate;02/08/2025;Oro
C01712;Leyre Encarnación Gordillo Roda;F;2004-12-10;Comas;04/11/2022;Plata
C01713;Lourdes Pina Casares;F;24 de February de 1995;Huancayo;23/06/2023;Plata
C01714;Constanza Poza Espejo;F;1999-04-12;Los Olivos;22/04/2026;Oro
C01715;Sol Angélica Solís Tejada;F;17/10/1972;Chiclayo;30/08/2024;Bronce
C01716;Celestino Ballester;M;13/04/1998;Chiclayo;2024-09-08;Plata
C01717;Elba Camps Calvet;F;21/07/1960;La Molina;2024-06-21;Bronce
C01718;Alberto Heras Luján;M;1964-12-21;Miraflores;11 de January de 2022;Plata
C01719;María Alba Mendoza;F;09/04/1966;La Molina;2022-07-01;Plata
C01720;Dionisio Leon Blázquez;M;17/04/2007;Comas;2024-04-13;Plata
