id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
C01014;Jovita Bermejo Miguel;F;1988-05-28;Trujillo;2025-12-21;Oro
C01015;Roque Alba-Somoza;M;1980-02-21;Surco;2025-12-26;Bronce
C01016;Paula Eusebia Robledo Osorio;F;2006-06-24;Cusco;2025-06-15;Bronce
C01017;Carina Aranda Mateu;F;1994-01-05;Miraflores;2024-04-19;Bronce
C01018;Mayte Sáenz Dominguez;F;1986-04-26;Comas;2024-10-03;Plata
C01019;Rufina Amores Madrid;F;1981-09-26;Miraflores;2022-02-24;Bronce
C01020;Susanita Lobo Iniesta;F;1963-04-06;Huancayo;2022-11-28;Bronce
C01021;Adrián Cantón Díaz;M;2003-09-11;La Molina;2025-02-28;Plata
C01022;Gil de Jurado;M;1997-03-21;Ate;2022-09-09;Bronce
C01023;Salomón Álamo Aparicio;M;1974-11-05;Huancayo;2021-10-12;Bronce
C01024;Martirio Correa Valcárcel;F;1995-09-03;Miraflores;2023-07-24;Bronce
C01025;Diego Sacristán;M;1994-04-13;Trujillo;2022-05-08;Plata
C01026;Paula Soledad Ochoa Ballester;F;1989-12-04;Arequipa;2025-03-30;Plata
C01027;Amaya Diez Simó;F;1977-04-06;Ate;2023-01-04;Bronce
C01028;Demetrio Pino-Porta;M;1981-03-17;Miraflores;2022-03-29;Black
C01029;Adora Malo;F;2004-09-28;Trujillo;2023-09-26;Plata
C01030;Juan Manuel Armengol Cabanillas;M;2004-01-04;Callao;2024-08-30;Plata
C01031;Marcos Llamas;M;1973-12-12;La Molina;2022-03-11;Oro
C01032;Dominga Posada Serra;F;1996-09-24;Arequipa;2025-03-19;Oro
C01033;Regina Charo Vizcaíno Nebot;F;1991-10-09;San Miguel;2026-05-31;Bronce
C01034;Maite Alarcón Aguirre;F;1999-10-11;Piura;2021-02-08;Bronce
C01035;Luciana Calleja Salmerón;F;1974-10-22;Chiclayo;2025-02-04;Bronce
C01036;Celia Aragón Alvarez;F;1988-09-26;Los Olivos;2021-10-22;Bronce
C01037;Nando Victoriano Gaya Carro;M;1993-07-05;Trujillo;2022-12-02;Plata
C01038;Belén Florina Esteban Cantero;F;1992-09-13;Chiclayo;2022-10-10;Bronce
C01039;Natalio de Santana;M;2004-07-04;Ate;2022-11-20;Bronce
C01040;Osvaldo Morales;M;1969-11-29;San Isidro;2025-05-14;Oro
C01041;Renata Barrios Piñeiro;F;1976-09-26;Piura;2026-06-05;Bronce
C01042;Santos Landa Enríquez;M;1979-06-10;Arequipa;2023-12-12;Bronce
C01043;María Jesús Pozo Escalona;F;1990-04-02;Comas;2022-01-22;Bronce
C01044;Rodrigo Rosado-Gil;M;1988-06-15;Trujillo;2022-01-18;Bronce
C01045;Pepito del Calderón;M;1958-06-05;Chiclayo;2021-11-15;Bronce
C01046;Román Salmerón Alfonso;M;2003-02-23;Piura;2022-04-05;Bronce
C01047;Úrsula Arellano Portero;F;1970-05-21;San Miguel;2024-12-20;Oro
C01048;Lucio Acevedo;M;1983-05-01;Surco;2026-02-25;Oro
C01049;Jorge del Quintero;M;2000-02-06;Chiclayo;2025-05-15;Bronce
C01050;Julián Gonzalez Acero;M;1976-08-07;Huancayo;2024-12-01;Plata
C01051;Azucena del Mínguez;F;1991-12-26;Arequipa;2023-01-07;Bronce
C01052;Flavia Nieto Bernat;F;2000-08-04;Callao;2025-04-08;Bronce
C01053;Miriam Franco Egea;F;1985-12-05;Callao;2026-04-15;Oro
C01054;Eutimio Porta Campillo;M;1989-04-27;Ate;2023-04-18;Plata
C01055;Vicenta Río Falcó;F;1963-10-23;La Molina;2022-06-23;Bronce
C01056;Dimas Jose Ignacio Porcel Barroso;M;1997-10-01;Comas;2024-09-10;Bronce
C01057;Juanito del Alegre;M;1958-06-16;Piura;2021-10-20;Plata
C01058;Hermenegildo Carrasco Galán;M;1998-07-01;No Especificado;2024-10-23;Bronce
C01059;Norberto de Guijarro;M;2004-08-14;Los Olivos;2021-09-16;Plata
C01060;Jose Ignacio Aliaga Soto;M;2003-09-14;Arequipa;2024-07-27;Oro
C01061;Pascual Castrillo Alcaraz;M;1965-06-27;Surco;2021-10-09;Plata
C01062;Segismundo Cabanillas Sastre;M;1988-04-24;Comas;2025-08-21;Bronce
C01063;Sebastian Camino Carbonell;M;1982-05-19;La Molina;2025-06-17;Plata
C01064;Ana Belén Franco Rojas;F;1974-01-26;Los Olivos;2025-08-22;Bronce
C01065;Fermín Carrillo;M;2007-04-10;Arequipa;2024-12-05;Bronce
C01066;Estrella Garcés Arroyo;F;1987-05-15;Los Olivos;2023-03-06;Bronce
C01067;Emigdio Cid Ribes;M;1965-08-04;Los Olivos;2023-05-07;Bronce
C01068;Isidoro Hervia Armas;M;1963-06-20;Chiclayo;2025-06-02;Bronce
C01069;Godofredo Roque Cruz Alcázar;M;2002-08-04;Callao;2021-04-12;Bronce
C01070;Carmina Borrell Luz;F;1978-03-04;Comas;2025-07-01;Plata
C01071;Nydia de Fábregas;F;1963-12-21;San Isidro;2022-10-11;Plata
C01072;Hernán de Díaz;M;1988-04-11;Ate;2021-09-17;Bronce
C01073;Plinio Valero Borja;M;1989-02-21;Callao;2025-05-18;Bronce
C01074;Hugo Acuña Gutiérrez;M;1966-05-07;Piura;2026-05-19;Bronce
C01075;Martin Paredes Vera;M;1967-07-12;Los Olivos;2025-04-26;Plata
C01076;Eliana Baena Ferrer;F;1962-05-23;La Molina;2022-04-06;Bronce
C01077;Jose Ramón de Cuesta;M;1991-05-18;Los Olivos;2021-09-27;Oro
C01078;Erasmo Gallego Royo;M;1969-08-08;No Especificado;2024-07-24;Oro
C01079;Amada de Badía;F;2004-08-14;Piura;2022-05-24;Bronce
C01080;Julieta Villa Carmona;F;1960-03-19;Piura;2022-09-07;Oro
C01081;Manu del Rius;M;1966-12-11;Arequipa;2024-11-09;Bronce
C01082;Darío Canet Moreno;M;1968-05-17;Ate;2022-09-11;Plata
C01083;Tomasa Folch;F;1976-01-22;Ate;2022-12-08;Bronce
C01084;Marisol del Ballester;F;2002-01-11;Chiclayo;2022-03-29;Plata
C01085;Javi Chuy Ponce Perea;M;1963-08-16;San Isidro;2025-01-25;Bronce
C01086;Elba Francisco Narváez;F;1963-02-23;La Molina;2024-06-12;Oro
C01087;Elisa Cerezo Cantero;F;2000-10-24;San Miguel;2023-10-14;Black
C01088;Pía Nuñez Gimeno;F;2002-08-15;Ate;2024-06-30;Plata
C01089;Yolanda Carlota Gras Bolaños;F;1977-12-08;Chiclayo;2024-04-02;Bronce
C01090;Marta Sáenz Sevillano;F;1971-01-18;Piura;2025-02-12;Bronce
C01091;Duilio Morán Rovira;M;1986-08-30;Piura;2025-11-30;Bronce
C01092;Brígida Zaira Adadia Rios;F;2007-01-07;Cusco;2021-09-21;Oro
C01093;Paula de Roig;F;1984-02-24;Arequipa;2023-11-20;Plata
C01094;Jennifer Valbuena Hernandez;F;1960-11-07;San Miguel;2025-03-26;Bronce
C01095;Concha Cazorla;F;1975-02-03;Cusco;2022-09-14;Plata
C01096;Adán Tena Mayol;M;1964-12-11;Surco;2023-10-15;Plata
C01097;Piedad Marisela Amador Sanz;F;1980-08-23;San Miguel;2022-03-18;Bronce
C01098;Cirino Pellicer;M;1989-02-14;Piura;2024-12-27;Bronce
C01099;Tito Bejarano Plaza;M;2002-12-27;Surco;2023-03-02;Bronce
C01100;Emiliana Rojas Lerma;F;1992-10-29;La Molina;2024-07-16;Bronce
C01101;Rosalina Claudia Berrocal Narváez;F;1994-10-15;Miraflores;2021-10-18;Oro
C01102;Victoria Aznar Cantero;F;1976-06-11;Arequipa;2023-10-26;Oro
C01103;Gervasio Pazos Díez;M;1990-03-27;Chiclayo;2024-12-29;Plata
C01104;Pedro Fuentes-Chacón;M;2007-07-21;Chiclayo;2022-09-13;Plata
C01105;Moreno Tejera Gallego;M;1995-09-11;Cusco;2025-09-04;Bronce
C01106;Feliciana Lastra Vara;F;1991-11-25;Chiclayo;2022-11-22;Bronce
C01107;Gilberto Ojeda Santamaria;M;1981-10-24;Ate;2024-02-13;Plata
C01108;Joel Manzano Sans;M;1988-10-26;Comas;2025-06-18;Black
C01109;Cecilia Seco Bonet;F;1960-09-12;San Miguel;2025-12-11;Oro
C01110;Angélica Canales Cózar;F;1970-11-17;Cusco;2024-12-15;Plata
C01111;Bárbara de Viñas;F;2006-01-14;Trujillo;2021-08-21;Bronce
C01112;Nilda Catalán;F;1981-03-04;Trujillo;2023-08-05;Bronce
C01113;Emelina Fajardo Barros;F;1957-09-04;Cusco;2025-06-22;Plata
C01114;Mireia Narváez-Requena;F;1986-08-15;San Isidro;2024-10-02;Bronce
C01115;Jose Carlos Salgado Seco;M;1972-05-05;La Molina;2022-06-03;Plata
C01116;Che Juan González;M;1981-09-16;Arequipa;2026-04-21;Bronce
C01117;Candelario Osuna Luís;M;1980-03-27;Arequipa;2022-05-06;Plata
C01118;Pelayo Machado Esparza;M;2007-02-19;No Especificado;2025-08-28;Oro
C01119;Cecilio Gárate Caro;M;1958-09-02;Ate;2023-01-31;Bronce
C01120;Isidro Juliá Pelayo;M;1966-02-15;Trujillo;2024-04-17;Plata
C01121;Nazaret Molins Núñez;M;1964-03-22;Miraflores;2023-09-25;Bronce
C01122;Juanito Mata Carrión;M;2004-05-22;Ate;2023-08-07;Bronce
C01123;Rebeca de Sedano;F;2004-09-10;Trujillo;2022-04-18;Plata
C01124;Lilia Muñoz-Marqués;F;1981-03-04;San Miguel;2022-12-14;Bronce
C01125;Natividad Brunilda Salamanca Nevado;F;1992-05-13;La Molina;2025-02-15;Plata
C01126;Berta Caro Mena;F;1957-10-27;Chiclayo;2024-07-25;Bronce
C01127;Jacinto Palau Bru;M;1973-02-07;Ate;2024-07-08;Plata
C01128;Marisela Zurita Girona;F;1997-02-26;San Miguel;2025-04-20;Oro
C01129;Ainoa Blanes Salinas;F;1991-09-26;Arequipa;2026-03-28;Bronce
C01130;Haroldo Ferreras-Trujillo;M;1973-01-19;No Especificado;2024-03-07;Black
C01131;Wálter Paniagua Puga;M;1964-03-22;Miraflores;2025-09-23;Bronce
C01132;Guadalupe Peralta Albero;M;1971-05-02;Comas;2023-04-04;Plata
C01133;Trinidad de Garriga;F;1994-05-18;Piura;2023-09-18;Bronce
C01134;Samu Salas;M;1971-07-16;Comas;2025-06-28;Plata
C01135;Pánfilo Ribas;M;1963-10-15;Huancayo;2024-06-01;Bronce
C01136;Bienvenida Galiano Mateos;F;1981-03-17;Trujillo;2025-10-17;Bronce
C01137;Anacleto Peña Borrego;M;1956-11-15;Los Olivos;2024-01-09;Bronce
C01138;Herminia Díez Sevilla;F;1993-06-18;Comas;2025-03-30;Bronce
C01139;Cornelio Estevez Pizarro;M;1971-08-01;Chiclayo;2023-12-10;Bronce
C01140;Silvestre Mateu Uribe;M;1985-08-11;La Molina;2023-10-22;Bronce
C01141;Rosa María Acedo Correa;F;1970-03-10;San Miguel;2026-03-25;Plata
C01142;Beatriz del Rincón;F;1965-11-09;Comas;2025-12-27;Plata
C01143;Alberto Carreras Lluch;M;1982-03-03;No Especificado;2026-04-21;Bronce
C01144;Ramón Gerardo Terrón Rubio;M;2001-06-09;Trujillo;2024-08-13;Bronce
C01145;Nélida de Perea;F;1983-03-07;Arequipa;2024-10-05;Bronce
C01146;Candelas Barragán Coll;F;1973-02-25;Ate;2025-11-06;Bronce
C01147;Felipa Cárdenas Baena;F;1970-09-16;Piura;2023-08-04;Plata
C01148;Amado Manjón Manzanares;M;1984-01-26;Comas;2026-02-18;Bronce
C01149;Cleto Español-Busquets;M;1987-08-31;Chiclayo;2022-05-08;Bronce
C01150;Trini Molina Mascaró;F;1970-08-24;Comas;2024-12-17;Bronce
C01151;Ariadna Ortiz Cobo;F;1957-03-15;San Isidro;2024-01-29;Bronce
C01152;Reyes Toro Requena;F;1974-03-24;San Miguel;2026-03-01;Bronce
C01153;Concha Cortes Vaquero;F;1968-01-11;Surco;2022-06-15;Plata
C01154;María Luisa Zaragoza-Carbonell;F;1978-03-26;San Isidro;2026-01-13;Plata
C01155;Salud Castro Alemany;F;1981-06-19;Comas;2023-01-22;Oro
C01156;Berta Salamanca Zabala;F;1996-03-27;Miraflores;2023-03-18;Bronce
C01157;Albina Carrasco Girón;F;1963-03-23;Chiclayo;2024-10-12;Plata
C01158;Fabio Casares Gallego;M;1963-04-21;Huancayo;2021-11-30;Black
C01159;Angélica Alfonso Tomé;F;1995-11-29;Los Olivos;2021-09-26;Bronce
C01160;Alcides Vilanova Barranco;M;1980-02-12;Huancayo;2025-12-30;Bronce
C01161;Ana Sofía Mata Alarcón;F;1995-10-07;Comas;2025-05-17;Bronce
C01162;Cristian Lázaro Folch Esteban;M;1991-05-27;No Especificado;2021-02-09;Bronce
C01163;Teo Lobato Oliveras;M;1974-11-05;San Miguel;2025-09-25;Bronce
C01164;Dionisio José Antonio Bayo Cabeza;M;1999-02-23;Huancayo;2025-04-13;Plata
C01165;César Feliu-Luján;M;1965-06-18;Chiclayo;2025-03-27;Plata
C01166;Primitivo Cabeza Gargallo;M;2004-05-23;Surco;2025-09-18;Bronce
C01167;Flavia de Sabater;F;1991-07-21;Piura;2022-01-20;Oro
C01168;Fortunata Rodrigo Gargallo;F;1983-04-09;La Molina;2023-07-14;Plata
C01169;Bernabé Solano Canet;M;1983-07-22;Callao;2023-12-19;Bronce
C01170;Pastor Maldonado Armas;M;1960-10-22;Miraflores;2023-12-16;Bronce
C01171;Erasmo Saura;M;1987-10-01;La Molina;2023-01-23;Plata
C01172;Coral del Manso;F;2007-09-30;Arequipa;2023-08-20;Plata
C01173;Victorino Tamarit Pedrero;M;1965-11-08;Callao;2026-06-10;Plata
C01174;Nicodemo de Prieto;M;1979-04-23;La Molina;2024-10-07;Plata
C01175;Azeneth Clemente Prat;F;1977-05-12;Cusco;2024-06-07;Bronce
C01176;Perla Domingo Barón;F;1975-06-11;No Especificado;2022-07-04;Bronce
C01177;Manuel Quintero Casado;M;1968-08-21;Piura;2023-08-14;Plata
C01178;Eligia del Páez;F;1975-01-18;La Molina;2024-10-22;Bronce
C01179;Julieta Vidal;F;1971-12-01;San Isidro;2025-04-22;Plata
C01180;Benjamín Iglesia Tovar;M;1982-05-22;San Miguel;2024-08-14;Oro
C01181;Ale Cabezas Baena;F;1999-09-15;San Isidro;2023-12-24;Bronce
C01182;Chuy Piñeiro Morillo;M;1964-06-21;Cusco;2024-08-02;Bronce
C01183;Pía Benito Vizcaíno;F;1996-10-06;Arequipa;2025-05-06;Bronce
C01184;Emilia Valenciano Trujillo;F;1982-10-12;Surco;2024-12-03;Oro
C01185;Leandro Alemán-Angulo;M;2008-01-17;Trujillo;2025-11-09;Bronce
C01186;Gregorio Sandoval Miranda;M;2000-11-16;Huancayo;2023-09-15;Bronce
C01187;Alcides Elorza Mateo;M;2002-07-14;No Especificado;2022-05-02;Bronce
C01188;Bonifacio Miguel;M;1993-09-30;San Miguel;2023-04-12;Bronce
C01189;Mariana Trujillo Soriano;F;1981-04-11;Surco;2025-09-24;Bronce
C01190;Amaro Posada-Lago;M;1982-04-03;Trujillo;2026-04-21;Bronce
C01191;Nilo Gabriel Luís Montes;M;1959-09-22;Surco;2024-06-07;Plata
C01192;Silvio Pazos Oller;M;1998-08-17;Trujillo;2024-05-26;Oro
C01193;Goyo Cabanillas Roman;M;1974-06-23;No Especificado;2023-04-15;Bronce
C01194;Amaro Hidalgo Huguet;M;1968-09-24;San Miguel;2023-01-23;Bronce
C01195;Zaida Bastida Mayol;F;1962-06-26;Ate;2022-05-13;Plata
C01196;Eufemia Arcos-Serna;F;1990-09-25;Miraflores;2023-08-10;Plata
C01197;Virgilio Robledo-Lasa;M;1957-04-08;Chiclayo;2023-11-03;Bronce
C01198;Federico Pina Portero;M;1973-04-18;Piura;2022-01-03;Plata
C01199;Armida de Navarrete;F;1982-05-11;Piura;2025-09-07;Bronce
C01200;Celso Marí Parra;M;2006-09-12;Trujillo;2022-09-07;Bronce
C01201;Sosimo Gargallo Madrigal;M;1970-04-26;Trujillo;2022-12-28;Bronce
C01202;Herberto Samu Gonzalez Briones;M;1993-06-11;Callao;2024-05-16;Bronce
C01203;Florentino Elías Bautista Talavera;M;1978-09-27;Trujillo;2023-03-28;Bronce
C01204;Modesta Matas Vargas;F;1998-05-05;Callao;2023-08-28;Plata
C01205;Estefanía Folch-Ribas;F;1977-06-13;San Miguel;2024-08-08;Plata
C01206;Nico de Alfonso;M;1989-03-06;Chiclayo;2024-01-25;Bronce
C01207;Luis Valera Garcés;M;1990-11-22;Cusco;2025-07-31;Bronce
C01208;Edelmira del Barreda;F;1983-09-08;Huancayo;2023-04-27;Bronce
C01209;Dalila Contreras Marín;F;2000-03-06;Los Olivos;2023-07-19;Bronce
C01210;Maximiliano Frutos Revilla;M;1970-05-30;Cusco;2022-12-09;Bronce
C01211;Domitila Guzman Ramis;F;1968-12-06;Los Olivos;2022-07-04;Oro
C01212;Donato Menéndez Simó;M;1981-10-08;San Miguel;2026-05-28;Bronce
C01213;Moisés Arco;M;1967-01-13;Los Olivos;2022-11-14;Bronce
C01214;Dora Lobato Echeverría;F;1990-01-12;Miraflores;2021-09-25;Black
C01215;Rosendo de Baquero;M;2001-03-24;Arequipa;2021-12-09;Bronce
C01216;Emma Teresita Bartolomé Ramírez;F;2003-02-28;Trujillo;2024-10-30;Plata
C01217;Gisela Checa Guzman;F;1962-05-09;La Molina;2025-02-20;Plata
C01218;Lourdes Zapata Infante;F;1982-06-05;Chiclayo;2021-12-21;Plata
C01219;Benjamín Rolando Millán Mur;M;1999-10-23;Surco;2025-02-25;Plata
C01220;Héctor Gibert Cobos;M;1962-01-31;Comas;2022-07-31;Bronce
C01221;Isidro Real Izquierdo;M;2001-05-26;Ate;2021-10-20;Plata
C01222;Glauco Carbajo-Moliner;M;1984-11-27;San Isidro;2023-11-12;Plata
C01223;Eligia Coca Parejo;F;1981-03-29;Comas;2023-05-03;Bronce
C01224;Ainara Arana Ballester;F;1992-11-06;Trujillo;2025-05-29;Bronce
C01225;Edmundo Planas Mendoza;M;1989-02-10;Piura;2024-12-22;Bronce
C01226;Juanito Guzmán Salas;M;1976-09-23;Comas;2026-01-01;Bronce
C01227;Ángeles Jaume;F;1972-05-03;Chiclayo;2026-02-18;Bronce
C01228;Eustaquio Gallo Cueto;M;2004-02-26;Comas;2024-08-19;Bronce
C01229;Rosa Aragón;F;1970-10-12;Ate;2021-12-02;Plata
C01230;Jonatan del Méndez;M;1993-10-31;Huancayo;2025-11-03;Oro
C01231;Seve Cueto Julián;M;1982-10-11;No Especificado;2023-04-05;Plata
C01232;Pánfilo Santos Morillo Santana;M;1992-05-09;Los Olivos;2025-11-04;Bronce
C01233;Mayte Salcedo Cerdán;F;1956-09-09;La Molina;2022-06-07;Plata
C01234;Faustino Blanca Cano;M;1964-09-26;San Isidro;2024-01-25;Plata
C01235;Soraya Reguera Montenegro;F;1980-03-01;Chiclayo;2025-10-28;Bronce
C01236;Eladio Durán Morán;M;1998-02-07;La Molina;2022-07-03;Oro
C01237;Gerónimo Espada;M;1976-12-28;Surco;2023-05-21;Oro
C01238;Dani Agustín Alvarado Granados;M;2003-09-07;Chiclayo;2026-04-27;Bronce
C01239;Dorotea Domingo Ayala;F;1977-05-20;La Molina;2023-08-21;Bronce
C01240;Brígida Borrell Pedro;F;1965-05-18;San Isidro;2024-04-26;Bronce
C01241;Plinio Zaragoza Rozas;M;1996-09-28;La Molina;2026-04-02;Oro
C01242;Benigno de Frutos;M;1966-10-06;Surco;2025-10-07;Plata
C01243;Ernesto Urrutia Piña;M;1963-04-20;Callao;2025-09-27;Plata
C01244;Concepción Sandra Luna Fajardo;F;1978-04-13;San Miguel;2023-07-16;Oro
C01245;Albina Manrique Juárez;F;1968-10-10;Arequipa;2023-09-30;Plata
C01246;Gil Sedano Boada;M;1957-01-25;La Molina;2022-08-03;Bronce
C01247;Osvaldo Puga Garay;M;1993-08-15;Surco;2025-05-01;Plata
C01248;Domitila Angelina Bustos Barral;F;1959-03-29;Surco;2026-09-02;Bronce
C01249;Yéssica del Arroyo;F;1956-10-23;Chiclayo;2024-01-04;Bronce
C01250;Encarna Prat;F;1991-06-08;San Miguel;2022-06-03;Bronce
C01251;Alondra Escobar-Juliá;F;1965-05-13;San Miguel;2023-12-14;Bronce
C01252;Valentín Solé Catalán;M;1961-11-03;Callao;2025-08-01;Oro
C01253;Bibiana Juliá;F;1962-10-08;La Molina;2021-09-29;Bronce
C01254;Leticia Lucas Palomo;F;2004-10-09;Chiclayo;2022-12-02;Plata
C01255;Mariano Laguna Villanueva;M;1972-10-21;Callao;2025-02-12;Bronce
C01256;Rafa Tur Corbacho;M;1985-04-06;No Especificado;2026-01-25;Bronce
C01257;Amelia de Comas;F;1959-05-15;Callao;2022-06-06;Black
C01258;Dorita de Solera;F;1979-03-23;Surco;2026-06-04;Oro
C01259;Alex del Palacios;M;2007-12-12;Miraflores;2024-04-14;Plata
C01260;Jose Manuel de Colomer;M;1962-12-17;Cusco;2021-12-27;Bronce
C01261;Carolina Diéguez Verdugo;F;1999-04-21;Surco;2024-04-19;Bronce
C01262;Cloe Marisela Acosta Zorrilla;F;1996-05-27;No Especificado;2022-01-06;Bronce
C01263;Delia Valentín Busquets;F;2002-02-09;Miraflores;2021-08-27;Bronce
C01264;Haroldo Pereira Camino;M;2000-01-19;San Isidro;2022-04-14;Bronce
C01265;Jeremías Tena Santiago;M;1989-03-15;San Isidro;2022-11-07;Bronce
C01266;Fidel Arranz Santamaría;M;1973-04-06;Huancayo;2025-02-15;Plata
C01267;Berto Curro Atienza Luna;M;1973-05-02;La Molina;2021-10-19;Bronce
C01268;Maite Pizarro Bru;F;1977-09-04;San Isidro;2022-05-27;Plata
C01269;Arsenio Almansa;M;2000-06-11;Trujillo;2022-04-30;Plata
C01270;Erasmo Correa;M;1962-10-20;Arequipa;2023-11-12;Plata
C01271;Paulina Menéndez;F;2003-07-10;San Isidro;2024-06-30;Bronce
C01272;Natalia Báez Pedrero;F;1983-10-03;Chiclayo;2023-12-08;Bronce
C01273;Jordán Ledesma;M;1985-10-22;Cusco;2023-11-08;Bronce
C01274;Ruperta Pedrosa;F;1988-06-13;La Molina;2023-08-31;Bronce
C01275;Araceli Arjona;F;1983-03-23;Huancayo;2026-04-25;Oro
C01276;Miriam Cortina Valbuena;F;1983-12-13;Arequipa;2024-09-17;Bronce
C01277;Ema Solé Ruiz;F;1960-08-25;Trujillo;2025-06-21;Plata
C01278;Carlito Castell Mas;M;2000-04-15;Miraflores;2024-02-06;Plata
C01279;Mariana Asenjo Benito;F;2004-03-24;La Molina;2024-01-20;Bronce
C01280;Imelda Rey-Busquets;F;1980-09-09;Callao;2025-01-26;Oro
C01281;Galo Iñiguez Bilbao;M;1996-01-07;San Miguel;2021-10-08;Oro
C01282;Chuy de Pozo;M;1958-11-19;Chiclayo;2023-07-30;Oro
C01283;Estefanía Sanz Sandoval;F;1988-12-19;San Isidro;2022-10-31;Bronce
C01284;Cloe Esteve Bermudez;F;1995-05-17;Miraflores;2024-01-07;Bronce
C01285;Irma Alemán Adán;F;1977-01-24;Surco;2021-08-04;Plata
C01286;Jeremías del Torrecilla;M;1972-04-10;Arequipa;2025-07-12;Bronce
C01287;Geraldo Onofre Prat Mate;M;1961-02-01;La Molina;2022-03-11;Bronce
C01288;Aurelia Alcázar Fabra;F;2001-03-13;Los Olivos;2022-07-22;Bronce
C01289;Mirta Herranz Ruano;F;2000-04-25;Callao;2025-01-10;Plata
C01290;Claudio Boix-Mascaró;M;1996-07-21;Piura;2022-04-04;Bronce
C01291;Aitor Carnero;M;1965-02-03;Huancayo;2022-04-11;Bronce
C01292;Jose Carlos del Aller;M;2001-03-28;Arequipa;2024-05-28;Bronce
C01293;Emilia Pou Azcona;F;1973-11-21;La Molina;2022-01-12;Bronce
C01294;Herminia Valcárcel;F;1994-11-09;San Isidro;2024-06-16;Bronce
C01295;Ema Arco-Torrent;F;1977-04-24;Comas;2024-01-20;Bronce
C01296;Nidia Yolanda Torrents Guardiola;F;1993-02-09;Huancayo;2024-02-16;Bronce
C01297;Luis Moles;M;1985-04-19;Huancayo;2022-05-11;Oro
C01298;Vilma Sáenz;F;1962-08-12;Callao;2024-03-08;Bronce
C01299;Jacobo Rubio Almansa;M;1964-12-02;San Miguel;2025-02-05;Plata
C01300;Francisco Jose del Guerra;M;1982-12-05;Los Olivos;2024-02-06;Bronce
C01301;Édgar Solís Castro;M;2002-06-15;Ate;2025-01-31;Bronce
C01302;Hilda Palomino;F;1997-12-02;Callao;2025-06-18;Bronce
C01303;María Galan Lumbreras;M;1992-06-11;San Isidro;2021-12-13;Bronce
C01304;Berto de Flores;M;1964-08-28;San Isidro;2023-12-13;Bronce
C01305;Leire Mateos;F;1968-09-25;Surco;2024-04-07;Bronce
C01306;Felisa Julián Palau;F;1991-09-24;Arequipa;2022-05-21;Bronce
C01307;Alejandra Bartolomé-Nebot;F;1978-12-03;Ate;2024-07-25;Plata
C01308;Lisandro Goicoechea Torrecilla;M;1969-08-12;Surco;2023-03-15;Bronce
C01309;Rodrigo Artigas Lastra;M;2003-02-19;San Miguel;2025-09-22;Plata
C01310;Marciano Calvet-Ayuso;M;2004-09-17;Callao;2023-06-09;Plata
C01311;Sosimo de Camacho;M;1997-05-03;Surco;2024-07-11;Plata
C01312;Sandra Arnaiz Vendrell;F;1962-05-01;Ate;2024-08-16;Bronce
C01313;Xavier Pardo Crespo;M;1994-05-27;Ate;2025-01-04;Bronce
C01314;Leticia Cabezas-Correa;F;1990-03-06;Miraflores;2023-05-03;Bronce
C01315;Benjamín Franch Saavedra;M;2006-12-13;Miraflores;2025-04-24;Bronce
C01316;Delfina Sáez Noguera;F;1971-06-11;Trujillo;2022-05-15;Bronce
C01317;Florencia Ribera Palomo;F;1989-04-05;Trujillo;2022-09-26;Plata
C01318;Ignacia Gracia-Cervera;F;1998-03-22;Arequipa;2023-07-24;Bronce
C01319;Vidal Segarra;M;2006-01-09;Los Olivos;2024-01-25;Bronce
C01320;Ale Salas Coello;F;1996-07-29;Cusco;2025-01-21;Bronce
C01321;Andrés Blazquez-Neira;M;1972-11-24;Ate;2026-11-05;Bronce
C01322;Isaac Barriga Pozuelo;M;1996-01-03;San Miguel;2024-10-10;Plata
C01323;Yaiza Barco Vizcaíno;F;2007-02-08;Chiclayo;2023-08-04;Bronce
C01324;Ulises Mayo-Mir;M;2003-10-23;No Especificado;2021-07-26;Bronce
C01325;Vinicio Álamo Collado;M;1992-11-12;Piura;2023-09-21;Plata
C01326;Vicente Salamanca Ojeda;M;2002-09-08;Huancayo;2025-05-16;Bronce
C01327;Renata Figueroa;F;2002-04-05;Surco;2021-10-12;Bronce
C01328;Eva María Porta-Cases;F;1983-05-08;Cusco;2024-03-09;Bronce
C01329;Araceli Vidal Miguel;F;1983-08-22;Huancayo;2025-02-04;Plata
C01330;Aitor Anaya Jordán;M;1969-01-29;Comas;2025-05-03;Plata
C01331;José Antonio Cano;M;1994-08-04;Chiclayo;2025-09-01;Oro
C01332;Maxi Vera Pablo;F;1962-12-20;Comas;2025-04-01;Bronce
C01333;Jacobo Martí Adadia;M;1980-04-02;Ate;2026-05-13;Bronce
C01334;Marcia Oriana Guillen Ordóñez;F;1972-02-02;San Miguel;2024-10-22;Bronce
C01335;Nerea Berta Pina Vizcaíno;F;1994-11-17;Los Olivos;2022-01-17;Oro
C01336;Marisela Fernández-Paniagua;F;1980-02-26;Ate;2022-01-04;Plata
C01337;Saturnina Requena;F;1960-10-16;Cusco;2021-10-31;Bronce
C01338;Juanita Garmendia Salmerón;F;1960-03-08;No Especificado;2024-09-11;Bronce
C01339;Macario Villena;M;1997-10-01;Piura;2025-10-26;Plata
